dataset,TP,FP,FN,precision,recall,f1,model_type,training_config,layer,quantization,r,lora_alpha,lora_dropout,gradient_accumulation_steps,learning_rate,run_type
ferrazzipietro/LS_Llama-2-7b-hf_adapters_en.layer1_NoQuant_64_64_0.01_4_0.0002_3EpochsLast_clent,447,5581,1773,0.07415394824153948,0.20135135135135135,0.10838991270611058,Llama-2-7b-hf,en.layer1_NoQuant_64_64_0.01_4_0.0002_3EpochsLast_clent,en.layer1,NoQuant,64,64,0.01,4,0.0002,3EpochsLast
ferrazzipietro/LS_Llama-2-7b-hf_adapters_en.layer1_NoQuant_32_32_0.01_8_0.0002_3EpochsLast_clent,2215,17736,5,0.11102200390957846,0.9977477477477478,0.19981056334851832,Llama-2-7b-hf,en.layer1_NoQuant_32_32_0.01_8_0.0002_3EpochsLast_clent,en.layer1,NoQuant,32,32,0.01,8,0.0002,3EpochsLast
ferrazzipietro/LS_Llama-2-7b-hf_adapters_en.layer1_NoQuant_16_32_0.01_4_0.0002_3EpochsLast_clent,157,272,2063,0.36596736596736595,0.07072072072072072,0.11853529633824084,Llama-2-7b-hf,en.layer1_NoQuant_16_32_0.01_4_0.0002_3EpochsLast_clent,en.layer1,NoQuant,16,32,0.01,4,0.0002,3EpochsLast
ferrazzipietro/LS_Llama-2-7b-hf_adapters_en.layer1_NoQuant_64_32_0.01_4_0.0002_3EpochsLast_clent,1012,1363,1208,0.4261052631578947,0.45585585585585586,0.4404787812840043,Llama-2-7b-hf,en.layer1_NoQuant_64_32_0.01_4_0.0002_3EpochsLast_clent,en.layer1,NoQuant,64,32,0.01,4,0.0002,3EpochsLast
ferrazzipietro/LS_Llama-2-7b-hf_adapters_en.layer1_NoQuant_32_32_0.05_4_0.0002_3EpochsLast_clent,198,1325,2022,0.13000656598818122,0.0891891891891892,0.10579748864547155,Llama-2-7b-hf,en.layer1_NoQuant_32_32_0.05_4_0.0002_3EpochsLast_clent,en.layer1,NoQuant,32,32,0.05,4,0.0002,3EpochsLast
ferrazzipietro/LS_Llama-2-7b-hf_adapters_en.layer1_NoQuant_64_64_0.01_8_0.0002_3EpochsLast_clent,1389,1111,831,0.5556,0.6256756756756757,0.5885593220338984,Llama-2-7b-hf,en.layer1_NoQuant_64_64_0.01_8_0.0002_3EpochsLast_clent,en.layer1,NoQuant,64,64,0.01,8,0.0002,3EpochsLast
ferrazzipietro/LS_Llama-2-7b-hf_adapters_en.layer1_NoQuant_64_64_0.05_8_0.0002_3EpochsLast_clent,1876,15131,344,0.11030752043276298,0.8450450450450451,0.1951422478805846,Llama-2-7b-hf,en.layer1_NoQuant_64_64_0.05_8_0.0002_3EpochsLast_clent,en.layer1,NoQuant,64,64,0.05,8,0.0002,3EpochsLast
ferrazzipietro/LS_Llama-2-7b-hf_adapters_en.layer1_NoQuant_64_32_0.05_2_0.0002_3EpochsLast_clent,22,95,2198,0.18803418803418803,0.00990990990990991,0.018827556696619594,Llama-2-7b-hf,en.layer1_NoQuant_64_32_0.05_2_0.0002_3EpochsLast_clent,en.layer1,NoQuant,64,32,0.05,2,0.0002,3EpochsLast
ferrazzipietro/LS_Llama-2-7b-hf_adapters_en.layer1_NoQuant_16_64_0.05_4_0.0002_3EpochsLast_clent,263,3264,1957,0.07456762120782534,0.11846846846846847,0.09152601357229857,Llama-2-7b-hf,en.layer1_NoQuant_16_64_0.05_4_0.0002_3EpochsLast_clent,en.layer1,NoQuant,16,64,0.05,4,0.0002,3EpochsLast
ferrazzipietro/LS_Llama-2-7b-hf_adapters_en.layer1_NoQuant_16_64_0.01_8_0.0002_3EpochsLast_clent,2215,17800,5,0.11066699975018736,0.9977477477477478,0.1992354396222172,Llama-2-7b-hf,en.layer1_NoQuant_16_64_0.01_8_0.0002_3EpochsLast_clent,en.layer1,NoQuant,16,64,0.01,8,0.0002,3EpochsLast
ferrazzipietro/LS_Llama-2-7b-hf_adapters_en.layer1_NoQuant_32_64_0.01_4_0.0002_3EpochsLast_clent,2215,17816,5,0.1105786031650941,0.9977477477477478,0.19909217563255585,Llama-2-7b-hf,en.layer1_NoQuant_32_64_0.01_4_0.0002_3EpochsLast_clent,en.layer1,NoQuant,32,64,0.01,4,0.0002,3EpochsLast
